Starostni_razred,SNOMED_CT,Naziv,Datum_cepljenja,st_cepljenj
e: 80 let +,46233009,Gripa,2025-03-14,2
e: 80 let +,46233009,Gripa,2025-04-15,2
e: 80 let +,46233009,Gripa,2025-10-09,67
e: 80 let +,46233009,Gripa,2025-10-15,67
e: 80 let +,46233009,Gripa,2025-10-18,1
e: 80 let +,46233009,Gripa,2025-10-25,161
e: 80 let +,46233009,Gripa,2025-10-28,1109
e: 80 let +,46233009,Gripa,2025-10-31,12
e: 80 let +,46233009,Gripa,2025-11-03,697
e: 80 let +,46233009,Gripa,2025-11-10,610
e: 80 let +,46233009,Gripa,2025-11-13,825
e: 80 let +,46233009,Gripa,2025-11-26,320
d: 70 - 79 let,840534001,COVID-19,2023-09-08,4
d: 70 - 79 let,840534001,COVID-19,2023-09-21,1
d: 70 - 79 let,840534001,COVID-19,2023-10-04,2
d: 70 - 79 let,840534001,COVID-19,2023-10-07,17
d: 70 - 79 let,840534001,COVID-19,2023-10-10,226
d: 70 - 79 let,840534001,COVID-19,2023-10-13,141
d: 70 - 79 let,840534001,COVID-19,2023-10-17,239
d: 70 - 79 let,840534001,COVID-19,2023-10-20,402
d: 70 - 79 let,840534001,COVID-19,2023-10-23,169
d: 70 - 79 let,840534001,COVID-19,2023-10-26,543
d: 70 - 79 let,840534001,COVID-19,2023-11-02,191
d: 70 - 79 let,840534001,COVID-19,2023-11-08,502
d: 70 - 79 let,840534001,COVID-19,2023-11-11,109
d: 70 - 79 let,840534001,COVID-19,2023-11-18,39
d: 70 - 79 let,840534001,COVID-19,2023-11-21,185
d: 70 - 79 let,840534001,COVID-19,2023-11-24,196
d: 70 - 79 let,840534001,COVID-19,2023-11-27,54
d: 70 - 79 let,840534001,COVID-19,2023-12-04,48
d: 70 - 79 let,840534001,COVID-19,2023-12-07,253
d: 70 - 79 let,840534001,COVID-19,2023-12-20,117
d: 70 - 79 let,840534001,COVID-19,2024-01-05,51
d: 70 - 79 let,840534001,COVID-19,2024-01-08,21
d: 70 - 79 let,840534001,COVID-19,2024-01-11,93
d: 70 - 79 let,840534001,COVID-19,2024-01-18,8
d: 70 - 79 let,840534001,COVID-19,2024-01-24,12
d: 70 - 79 let,840534001,COVID-19,2024-01-31,4
d: 70 - 79 let,840534001,COVID-19,2024-02-06,2
d: 70 - 79 let,840534001,COVID-19,2024-02-09,1
d: 70 - 79 let,840534001,COVID-19,2024-02-16,3
d: 70 - 79 let,840534001,COVID-19,2024-02-19,2
d: 70 - 79 let,840534001,COVID-19,2024-02-22,1
d: 70 - 79 let,840534001,COVID-19,2024-03-06,8
d: 70 - 79 let,840534001,COVID-19,2024-03-22,3
d: 70 - 79 let,840534001,COVID-19,2024-04-10,1
d: 70 - 79 let,840534001,COVID-19,2024-06-10,1
d: 70 - 79 let,840534001,COVID-19,2024-06-20,3
d: 70 - 79 let,840534001,COVID-19,2024-06-23,1
d: 70 - 79 let,840534001,COVID-19,2024-09-05,1
d: 70 - 79 let,840534001,COVID-19,2024-09-18,7
d: 70 - 79 let,840534001,COVID-19,2024-09-28,6
d: 70 - 79 let,840534001,COVID-19,2024-10-01,9
d: 70 - 79 let,840534001,COVID-19,2024-10-04,28
d: 70 - 79 let,840534001,COVID-19,2024-10-07,40
d: 70 - 79 let,840534001,COVID-19,2024-10-14,91
d: 70 - 79 let,840534001,COVID-19,2024-10-17,220
d: 70 - 79 let,840534001,COVID-19,2024-10-23,130
d: 70 - 79 let,840534001,COVID-19,2024-10-30,27
d: 70 - 79 let,840534001,COVID-19,2024-11-02,45
d: 70 - 79 let,840534001,COVID-19,2024-11-05,130
d: 70 - 79 let,840534001,COVID-19,2024-11-12,131
d: 70 - 79 let,840534001,COVID-19,2024-11-15,98
d: 70 - 79 let,840534001,COVID-19,2024-11-18,64
d: 70 - 79 let,840534001,COVID-19,2024-11-21,102
d: 70 - 79 let,840534001,COVID-19,2024-11-28,107
d: 70 - 79 let,840534001,COVID-19,2024-12-04,35
d: 70 - 79 let,840534001,COVID-19,2024-12-17,56
d: 70 - 79 let,840534001,COVID-19,2024-12-20,30
d: 70 - 79 let,840534001,COVID-19,2024-12-23,8
d: 70 - 79 let,840534001,COVID-19,2024-12-30,1
d: 70 - 79 let,840534001,COVID-19,2025-01-15,11
d: 70 - 79 let,840534001,COVID-19,2025-01-18,3
d: 70 - 79 let,840534001,COVID-19,2025-01-21,7
d: 70 - 79 let,840534001,COVID-19,2025-01-28,1
d: 70 - 79 let,840534001,COVID-19,2025-01-31,1
d: 70 - 79 let,840534001,COVID-19,2025-02-06,4
d: 70 - 79 let,840534001,COVID-19,2025-02-13,4
d: 70 - 79 let,840534001,COVID-19,2025-03-07,1
d: 70 - 79 let,840534001,COVID-19,2025-03-20,1
d: 70 - 79 let,840534001,COVID-19,2025-07-01,1
d: 70 - 79 let,840534001,COVID-19,2025-08-28,2
d: 70 - 79 let,840534001,COVID-19,2025-09-19,1
d: 70 - 79 let,840534001,COVID-19,2025-09-26,6
d: 70 - 79 let,840534001,COVID-19,2025-09-29,2
d: 70 - 79 let,840534001,COVID-19,2025-10-02,5
d: 70 - 79 let,840534001,COVID-19,2025-10-15,12
d: 70 - 79 let,840534001,COVID-19,2025-10-25,105
d: 70 - 79 let,840534001,COVID-19,2025-10-28,220
d: 70 - 79 let,840534001,COVID-19,2025-10-31,3
d: 70 - 79 let,840534001,COVID-19,2025-11-03,182
d: 70 - 79 let,840534001,COVID-19,2025-11-10,160
d: 70 - 79 let,840534001,COVID-19,2025-11-13,168
d: 70 - 79 let,840534001,COVID-19,2025-11-19,108
d: 70 - 79 let,840534001,COVID-19,2025-11-26,83
e: 80 let +,840534001,COVID-19,2023-09-08,1
e: 80 let +,840534001,COVID-19,2023-10-04,2
e: 80 let +,840534001,COVID-19,2023-10-07,3
e: 80 let +,840534001,COVID-19,2023-10-10,170
e: 80 let +,840534001,COVID-19,2023-10-13,155
e: 80 let +,840534001,COVID-19,2023-10-20,340
e: 80 let +,840534001,COVID-19,2023-10-23,111
e: 80 let +,840534001,COVID-19,2023-10-26,683
e: 80 let +,840534001,COVID-19,2023-11-02,121
e: 80 let +,840534001,COVID-19,2023-11-08,335
e: 80 let +,840534001,COVID-19,2023-11-11,62
e: 80 let +,840534001,COVID-19,2023-11-18,26
e: 80 let +,840534001,COVID-19,2023-11-21,195
e: 80 let +,840534001,COVID-19,2023-11-24,234
e: 80 let +,840534001,COVID-19,2023-11-27,30
e: 80 let +,840534001,COVID-19,2023-12-04,23
e: 80 let +,840534001,COVID-19,2023-12-07,240
e: 80 let +,840534001,COVID-19,2023-12-13,145
e: 80 let +,840534001,COVID-19,2023-12-20,83
e: 80 let +,840534001,COVID-19,2024-01-05,29
e: 80 let +,840534001,COVID-19,2024-01-08,15
e: 80 let +,840534001,COVID-19,2024-01-11,59
e: 80 let +,840534001,COVID-19,2024-01-18,13
e: 80 let +,840534001,COVID-19,2024-01-24,12
e: 80 let +,840534001,COVID-19,2024-02-16,2
e: 80 let +,840534001,COVID-19,2024-02-19,6
e: 80 let +,840534001,COVID-19,2024-02-22,2
e: 80 let +,840534001,COVID-19,2024-03-06,3
e: 80 let +,840534001,COVID-19,2024-03-12,1
e: 80 let +,840534001,COVID-19,2024-03-22,7
e: 80 let +,840534001,COVID-19,2024-04-10,1
e: 80 let +,840534001,COVID-19,2024-08-01,1
e: 80 let +,840534001,COVID-19,2024-09-18,3
e: 80 let +,840534001,COVID-19,2024-09-24,1
e: 80 let +,840534001,COVID-19,2024-10-01,5
e: 80 let +,840534001,COVID-19,2024-10-04,22
e: 80 let +,840534001,COVID-19,2024-10-07,20
e: 80 let +,840534001,COVID-19,2024-10-14,32
e: 80 let +,840534001,COVID-19,2024-10-17,148
e: 80 let +,840534001,COVID-19,2024-10-23,119
e: 80 let +,840534001,COVID-19,2024-10-30,86
e: 80 let +,840534001,COVID-19,2024-11-02,27
e: 80 let +,840534001,COVID-19,2024-11-05,72
e: 80 let +,840534001,COVID-19,2024-11-08,171
e: 80 let +,840534001,COVID-19,2024-11-15,92
e: 80 let +,840534001,COVID-19,2024-11-18,93
e: 80 let +,840534001,COVID-19,2024-11-21,128
e: 80 let +,840534001,COVID-19,2024-11-28,93
e: 80 let +,840534001,COVID-19,2024-12-04,68
e: 80 let +,840534001,COVID-19,2024-12-17,30
e: 80 let +,840534001,COVID-19,2024-12-20,100
e: 80 let +,840534001,COVID-19,2024-12-23,11
e: 80 let +,840534001,COVID-19,2025-01-08,22
e: 80 let +,840534001,COVID-19,2025-01-15,4
e: 80 let +,840534001,COVID-19,2025-01-18,3
e: 80 let +,840534001,COVID-19,2025-01-21,4
e: 80 let +,840534001,COVID-19,2025-01-28,2
e: 80 let +,840534001,COVID-19,2025-01-31,3
e: 80 let +,840534001,COVID-19,2025-02-06,2
e: 80 let +,840534001,COVID-19,2025-04-02,1
e: 80 let +,840534001,COVID-19,2025-06-05,1
e: 80 let +,840534001,COVID-19,2025-07-07,1
e: 80 let +,840534001,COVID-19,2025-09-19,1
e: 80 let +,840534001,COVID-19,2025-09-26,2
e: 80 let +,840534001,COVID-19,2025-10-02,2
e: 80 let +,840534001,COVID-19,2025-10-15,26
e: 80 let +,840534001,COVID-19,2025-10-21,152
e: 80 let +,840534001,COVID-19,2025-10-28,174
e: 80 let +,840534001,COVID-19,2025-10-31,1
e: 80 let +,840534001,COVID-19,2025-11-03,98
e: 80 let +,840534001,COVID-19,2025-11-10,98
e: 80 let +,840534001,COVID-19,2025-11-13,195
e: 80 let +,840534001,COVID-19,2025-11-19,85
e: 80 let +,840534001,COVID-19,2025-11-26,74
Neznano,46233009,Gripa,2023-10-06,2
Neznano,46233009,Gripa,2023-10-13,7
Neznano,46233009,Gripa,2023-10-16,1
Neznano,46233009,Gripa,2023-10-19,2
Neznano,46233009,Gripa,2023-11-04,2
Neznano,46233009,Gripa,2023-11-07,3
Neznano,46233009,Gripa,2023-11-14,13
Neznano,46233009,Gripa,2023-11-17,4
Neznano,46233009,Gripa,2023-11-20,2
Neznano,46233009,Gripa,2023-11-27,2
Neznano,46233009,Gripa,2023-11-30,3
Neznano,46233009,Gripa,2023-12-06,1
Neznano,46233009,Gripa,2023-12-13,1
Neznano,46233009,Gripa,2023-12-19,1
Neznano,46233009,Gripa,2023-12-22,1
Neznano,46233009,Gripa,2024-01-04,2
Neznano,46233009,Gripa,2024-01-11,1
Neznano,46233009,Gripa,2024-01-17,1
Neznano,46233009,Gripa,2024-01-30,1
Neznano,46233009,Gripa,2024-02-05,1
Neznano,46233009,Gripa,2024-02-28,1
Neznano,46233009,Gripa,2024-03-21,1
Neznano,46233009,Gripa,2024-10-03,1
Neznano,46233009,Gripa,2024-10-10,4
Neznano,46233009,Gripa,2024-10-16,6
Neznano,46233009,Gripa,2024-10-23,6
Neznano,46233009,Gripa,2024-10-29,5
Neznano,46233009,Gripa,2024-11-08,12
Neznano,46233009,Gripa,2024-11-11,19
Neznano,46233009,Gripa,2024-11-14,18
Neznano,46233009,Gripa,2024-11-27,9
Neznano,46233009,Gripa,2024-12-03,10
Neznano,46233009,Gripa,2024-12-10,15
Neznano,46233009,Gripa,2024-12-13,9
Neznano,46233009,Gripa,2024-12-16,5
Neznano,46233009,Gripa,2024-12-23,6
Neznano,46233009,Gripa,2025-01-08,16
Neznano,46233009,Gripa,2025-01-14,7
Neznano,46233009,Gripa,2025-01-17,4
Neznano,46233009,Gripa,2025-01-24,1
Neznano,46233009,Gripa,2025-01-27,5
Neznano,46233009,Gripa,2025-02-06,2
Neznano,46233009,Gripa,2025-02-12,4
Neznano,46233009,Gripa,2025-02-28,1
Neznano,46233009,Gripa,2025-03-13,1
Neznano,46233009,Gripa,2025-03-26,1
Neznano,46233009,Gripa,2025-04-14,2
Neznano,46233009,Gripa,2025-10-08,1
Neznano,46233009,Gripa,2025-10-14,4
Neznano,46233009,Gripa,2025-10-21,23
Neznano,46233009,Gripa,2025-10-24,20
Neznano,46233009,Gripa,2025-10-27,25
Neznano,46233009,Gripa,2025-10-30,16
Neznano,46233009,Gripa,2025-11-06,40
Neznano,46233009,Gripa,2025-11-09,1
Neznano,46233009,Gripa,2025-11-12,30
Neznano,46233009,Gripa,2025-11-19,28
Neznano,46233009,Gripa,2025-11-22,1
Neznano,46233009,Gripa,2025-11-25,31
e: 80 let +,46233009,Gripa,2023-09-27,5
e: 80 let +,46233009,Gripa,2023-10-03,114
e: 80 let +,46233009,Gripa,2023-10-06,138
e: 80 let +,46233009,Gripa,2023-10-13,550
e: 80 let +,46233009,Gripa,2023-10-16,586
e: 80 let +,46233009,Gripa,2023-10-19,987
e: 80 let +,46233009,Gripa,2023-10-29,2
e: 80 let +,46233009,Gripa,2023-11-04,137
e: 80 let +,46233009,Gripa,2023-11-07,923
e: 80 let +,46233009,Gripa,2023-11-14,490
e: 80 let +,46233009,Gripa,2023-11-17,374
e: 80 let +,46233009,Gripa,2023-11-20,270
e: 80 let +,46233009,Gripa,2023-11-27,174
e: 80 let +,46233009,Gripa,2023-11-30,360
e: 80 let +,46233009,Gripa,2023-12-06,195
e: 80 let +,46233009,Gripa,2023-12-13,148
e: 80 let +,46233009,Gripa,2023-12-19,95
e: 80 let +,46233009,Gripa,2023-12-22,66
e: 80 let +,46233009,Gripa,2023-12-29,24
e: 80 let +,46233009,Gripa,2024-01-04,38
e: 80 let +,46233009,Gripa,2024-01-11,56
e: 80 let +,46233009,Gripa,2024-01-17,35
e: 80 let +,46233009,Gripa,2024-01-30,8
e: 80 let +,46233009,Gripa,2024-02-02,6
e: 80 let +,46233009,Gripa,2024-02-05,4
e: 80 let +,46233009,Gripa,2024-02-12,4
e: 80 let +,46233009,Gripa,2024-02-15,6
e: 80 let +,46233009,Gripa,2024-03-05,2
e: 80 let +,46233009,Gripa,2024-03-15,2
e: 80 let +,46233009,Gripa,2024-03-21,1
e: 80 let +,46233009,Gripa,2024-04-10,1
e: 80 let +,46233009,Gripa,2024-09-24,3
e: 80 let +,46233009,Gripa,2024-09-27,14
e: 80 let +,46233009,Gripa,2024-09-30,27
e: 80 let +,46233009,Gripa,2024-10-03,166
e: 80 let +,46233009,Gripa,2024-10-10,774
e: 80 let +,46233009,Gripa,2024-10-16,752
e: 80 let +,46233009,Gripa,2024-10-23,739
e: 80 let +,46233009,Gripa,2024-10-26,86
e: 80 let +,46233009,Gripa,2024-10-29,537
e: 80 let +,46233009,Gripa,2024-11-01,2
e: 80 let +,46233009,Gripa,2024-11-08,602
e: 80 let +,46233009,Gripa,2024-11-11,421
e: 80 let +,46233009,Gripa,2024-11-14,679
e: 80 let +,46233009,Gripa,2024-11-27,257
e: 80 let +,46233009,Gripa,2024-12-03,173
e: 80 let +,46233009,Gripa,2024-12-07,1
e: 80 let +,46233009,Gripa,2024-12-10,97
e: 80 let +,46233009,Gripa,2024-12-13,129
e: 80 let +,46233009,Gripa,2024-12-16,60
e: 80 let +,46233009,Gripa,2024-12-23,28
e: 80 let +,46233009,Gripa,2025-01-08,222
e: 80 let +,46233009,Gripa,2025-01-11,4
e: 80 let +,46233009,Gripa,2025-01-14,133
e: 80 let +,46233009,Gripa,2025-01-17,83
e: 80 let +,46233009,Gripa,2025-01-24,23
e: 80 let +,46233009,Gripa,2025-01-27,19
e: 80 let +,46233009,Gripa,2025-01-30,19
e: 80 let +,46233009,Gripa,2025-02-06,4
e: 80 let +,46233009,Gripa,2025-02-12,7
e: 80 let +,46233009,Gripa,2025-02-28,1
e: 80 let +,46233009,Gripa,2025-03-03,1
e: 80 let +,46233009,Gripa,2025-03-10,3
e: 80 let +,46233009,Gripa,2025-10-08,5
e: 80 let +,46233009,Gripa,2025-10-14,112
e: 80 let +,46233009,Gripa,2025-10-21,1424
e: 80 let +,46233009,Gripa,2025-10-24,1434
e: 80 let +,46233009,Gripa,2025-10-27,845
e: 80 let +,46233009,Gripa,2025-10-30,589
e: 80 let +,46233009,Gripa,2025-11-06,1223
e: 80 let +,46233009,Gripa,2025-11-12,667
e: 80 let +,46233009,Gripa,2025-11-19,467
e: 80 let +,46233009,Gripa,2025-11-22,67
e: 80 let +,46233009,Gripa,2025-11-25,460
Neznano,840534001,COVID-19,2023-10-18,2
Neznano,840534001,COVID-19,2023-11-13,1
Neznano,840534001,COVID-19,2023-12-05,3
Neznano,840534001,COVID-19,2024-01-19,1
Neznano,840534001,COVID-19,2024-01-29,1
Neznano,840534001,COVID-19,2024-03-14,1
Neznano,840534001,COVID-19,2024-04-18,1
Neznano,840534001,COVID-19,2024-08-28,1
Neznano,840534001,COVID-19,2024-10-25,1
Neznano,840534001,COVID-19,2024-11-07,1
Neznano,840534001,COVID-19,2024-11-26,1
Neznano,840534001,COVID-19,2025-01-07,1
Neznano,840534001,COVID-19,2025-01-29,2
Neznano,840534001,COVID-19,2025-03-25,1
Neznano,840534001,COVID-19,2025-05-28,1
Neznano,840534001,COVID-19,2025-10-07,1
Neznano,840534001,COVID-19,2025-10-20,1
Neznano,840534001,COVID-19,2025-10-29,2
Neznano,840534001,COVID-19,2025-11-05,1
Neznano,840534001,COVID-19,2025-11-21,2
Neznano,840534001,COVID-19,2025-11-24,2
e: 80 let +,840534001,COVID-19,2023-09-22,2
e: 80 let +,840534001,COVID-19,2023-10-11,108
e: 80 let +,840534001,COVID-19,2023-10-17,139
e: 80 let +,840534001,COVID-19,2023-10-24,292
e: 80 let +,840534001,COVID-19,2023-10-27,325
e: 80 let +,840534001,COVID-19,2023-10-30,20
e: 80 let +,840534001,COVID-19,2023-11-06,149
e: 80 let +,840534001,COVID-19,2023-11-09,337
e: 80 let +,840534001,COVID-19,2023-11-15,289
e: 80 let +,840534001,COVID-19,2023-11-22,206
e: 80 let +,840534001,COVID-19,2023-11-25,29
e: 80 let +,840534001,COVID-19,2023-11-28,97
e: 80 let +,840534001,COVID-19,2023-12-01,153
e: 80 let +,840534001,COVID-19,2023-12-08,107
e: 80 let +,840534001,COVID-19,2023-12-11,45
e: 80 let +,840534001,COVID-19,2023-12-14,127
e: 80 let +,840534001,COVID-19,2023-12-21,189
e: 80 let +,840534001,COVID-19,2023-12-27,9
e: 80 let +,840534001,COVID-19,2024-01-09,26
e: 80 let +,840534001,COVID-19,2024-01-12,31
e: 80 let +,840534001,COVID-19,2024-01-15,13
e: 80 let +,840534001,COVID-19,2024-01-22,7
e: 80 let +,840534001,COVID-19,2024-01-25,29
e: 80 let +,840534001,COVID-19,2024-01-31,3
e: 80 let +,840534001,COVID-19,2024-02-13,16
e: 80 let +,840534001,COVID-19,2024-02-20,4
e: 80 let +,840534001,COVID-19,2024-02-23,2
e: 80 let +,840534001,COVID-19,2024-02-29,1
e: 80 let +,840534001,COVID-19,2024-04-11,1
e: 80 let +,840534001,COVID-19,2024-05-23,1
e: 80 let +,840534001,COVID-19,2024-09-19,1
e: 80 let +,840534001,COVID-19,2024-09-25,1
e: 80 let +,840534001,COVID-19,2024-09-28,1
e: 80 let +,840534001,COVID-19,2024-10-08,44
e: 80 let +,840534001,COVID-19,2024-10-11,47
e: 80 let +,840534001,COVID-19,2024-10-18,76
e: 80 let +,840534001,COVID-19,2024-10-21,103
e: 80 let +,840534001,COVID-19,2024-10-24,282
e: 80 let +,840534001,COVID-19,2024-11-06,159
e: 80 let +,840534001,COVID-19,2024-11-09,32
e: 80 let +,840534001,COVID-19,2024-11-12,189
e: 80 let +,840534001,COVID-19,2024-11-19,82
e: 80 let +,840534001,COVID-19,2024-11-22,143
e: 80 let +,840534001,COVID-19,2024-11-25,120
e: 80 let +,840534001,COVID-19,2024-12-02,31
e: 80 let +,840534001,COVID-19,2024-12-05,47
e: 80 let +,840534001,COVID-19,2024-12-11,23
e: 80 let +,840534001,COVID-19,2024-12-18,37
e: 80 let +,840534001,COVID-19,2024-12-24,9
e: 80 let +,840534001,COVID-19,2024-12-27,1
e: 80 let +,840534001,COVID-19,2025-01-06,3
e: 80 let +,840534001,COVID-19,2025-01-09,23
e: 80 let +,840534001,COVID-19,2025-01-16,17
e: 80 let +,840534001,COVID-19,2025-01-22,2
e: 80 let +,840534001,COVID-19,2025-02-04,1
e: 80 let +,840534001,COVID-19,2025-02-07,3
e: 80 let +,840534001,COVID-19,2025-02-20,4
e: 80 let +,840534001,COVID-19,2025-09-30,1
e: 80 let +,840534001,COVID-19,2025-10-03,20
e: 80 let +,840534001,COVID-19,2025-10-09,7
e: 80 let +,840534001,COVID-19,2025-10-16,153
e: 80 let +,840534001,COVID-19,2025-10-22,423
e: 80 let +,840534001,COVID-19,2025-10-25,55
e: 80 let +,840534001,COVID-19,2025-10-29,112
e: 80 let +,840534001,COVID-19,2025-11-04,138
e: 80 let +,840534001,COVID-19,2025-11-07,261
e: 80 let +,840534001,COVID-19,2025-11-14,64
e: 80 let +,840534001,COVID-19,2025-11-17,46
e: 80 let +,840534001,COVID-19,2025-11-20,105
Neznano,46233009,Gripa,2023-10-12,2
Neznano,46233009,Gripa,2023-10-18,4
Neznano,46233009,Gripa,2023-11-10,2
Neznano,46233009,Gripa,2023-11-13,17
Neznano,46233009,Gripa,2023-11-16,2
Neznano,46233009,Gripa,2023-11-23,4
Neznano,46233009,Gripa,2023-11-29,3
Neznano,46233009,Gripa,2023-12-12,3
Neznano,46233009,Gripa,2023-12-15,1
Neznano,46233009,Gripa,2023-12-18,3
Neznano,46233009,Gripa,2024-01-03,1
Neznano,46233009,Gripa,2024-01-23,1
Neznano,46233009,Gripa,2024-01-29,2
Neznano,46233009,Gripa,2024-02-01,1
Neznano,46233009,Gripa,2024-03-30,1
Neznano,46233009,Gripa,2024-04-12,1
Neznano,46233009,Gripa,2024-10-09,5
Neznano,46233009,Gripa,2024-10-15,6
Neznano,46233009,Gripa,2024-10-22,13
Neznano,46233009,Gripa,2024-10-25,11
Neznano,46233009,Gripa,2024-10-28,3
Neznano,46233009,Gripa,2024-11-04,9
Neznano,46233009,Gripa,2024-11-07,15
Neznano,46233009,Gripa,2024-11-13,14
Neznano,46233009,Gripa,2024-11-20,5
Neznano,46233009,Gripa,2024-11-26,19
Neznano,46233009,Gripa,2024-11-29,5
Neznano,46233009,Gripa,2024-12-06,9
Neznano,46233009,Gripa,2024-12-09,10
Neznano,46233009,Gripa,2024-12-12,13
Neznano,46233009,Gripa,2024-12-19,12
Neznano,46233009,Gripa,2025-01-07,11
Neznano,46233009,Gripa,2025-01-10,10
Neznano,46233009,Gripa,2025-01-13,5
Neznano,46233009,Gripa,2025-01-20,3
Neznano,46233009,Gripa,2025-01-23,1
Neznano,46233009,Gripa,2025-02-05,2
Neznano,46233009,Gripa,2025-02-11,4
Neznano,46233009,Gripa,2025-02-18,4
Neznano,46233009,Gripa,2025-02-21,1
Neznano,46233009,Gripa,2025-02-27,1
Neznano,46233009,Gripa,2025-03-06,1
Neznano,46233009,Gripa,2025-04-10,1
Neznano,46233009,Gripa,2025-10-17,2
Neznano,46233009,Gripa,2025-10-20,19
Neznano,46233009,Gripa,2025-10-23,33
Neznano,46233009,Gripa,2025-11-02,1
Neznano,46233009,Gripa,2025-11-05,37
Neznano,46233009,Gripa,2025-11-11,48
Neznano,46233009,Gripa,2025-11-15,1
Neznano,46233009,Gripa,2025-11-18,44
Neznano,46233009,Gripa,2025-11-21,16
Neznano,46233009,Gripa,2025-11-24,23
Neznano,840534001,COVID-19,2023-11-04,1
Neznano,840534001,COVID-19,2023-11-07,2
Neznano,840534001,COVID-19,2023-11-14,2
Neznano,840534001,COVID-19,2023-11-17,1
Neznano,840534001,COVID-19,2023-11-23,1
Neznano,840534001,COVID-19,2023-12-06,1
Neznano,840534001,COVID-19,2023-12-22,3
Neznano,840534001,COVID-19,2024-01-04,1
Neznano,840534001,COVID-19,2024-01-30,1
Neznano,840534001,COVID-19,2024-09-04,1
Neznano,840534001,COVID-19,2024-09-30,1
Neznano,840534001,COVID-19,2024-10-16,1
Neznano,840534001,COVID-19,2024-11-11,1
Neznano,840534001,COVID-19,2024-11-14,2
Neznano,840534001,COVID-19,2024-12-10,1
Neznano,840534001,COVID-19,2024-12-19,2
Neznano,840534001,COVID-19,2025-01-24,1
Neznano,840534001,COVID-19,2025-05-13,1
Neznano,840534001,COVID-19,2025-06-17,1
Neznano,840534001,COVID-19,2025-08-27,1
Neznano,840534001,COVID-19,2025-10-14,1
Neznano,840534001,COVID-19,2025-10-27,3
Neznano,840534001,COVID-19,2025-11-15,1
Neznano,840534001,COVID-19,2025-11-25,1
